Year,Surgery,# of Cases
2016,Brain,5
2017,Pancreas,1
2017,Rectum,2
2017,Stomach,2
2017,Lung,10
2019,Rectum,4
2021,Lung,4
2021,Breast,23
2021,Prostate,8
2017,Colon,16
2019,Brain,10
2019,Colon,18
2018,Esophagus,1
2018,Pancreas,4
2018,Rectum,3
2018,Stomach,2
2018,Lung,14
2014,Colon,20
2014,Brain,8
2014,Breast,30
2014,Esophagus,1
2014,Liver,1
2014,Lung,7
2014,Pancreas,4
2014,Prostate,20
2014,Rectum,5
2014,Stomach,3
2017,Liver,4
2018,Liver,2
2018,Prostate,6
2019,Lung,5
2013,Liver,2
2013,Colon,22
2013,Breast,22
2013,Bladder,1
2013,Brain,2
2013,Pancreas,4
2013,Prostate,45
2013,Stomach,5
2013,Rectum,5
2013,Lung,10
2018,Breast,27
2018,Brain,7
2015,Lung,11
2015,Pancreas,1
2015,Prostate,6
2015,Rectum,2
2015,Stomach,1
2015,Colon,8
2015,Breast,28
2015,Brain,3
2021,Colon,22
2016,Lung,7
2018,Colon,21
2020,Colon,14
2016,Esophagus,1
2021,Liver,1
2016,Breast,3
2016,Liver,1
2016,Colon,5
2016,Pancreas,2
2016,Prostate,2
2018,Breast,1
2021,Colon,3
2017,Liver,1
2016,Rectum,2
2021,Rectum,2
2019,Colon,2
2018,Colon,4
2018,Rectum,1
2014,Colon,3
2013,Breast,1
2013,Colon,1
2013,Rectum,1
2013,Stomach,1
2021,Lung,1
2019,Breast,1
2017,Lung,1
2018,Liver,2
2015,Breast,1
2015,Rectum,1
2017,Rectum,5
2020,Colon,1
2020,Stomach,1
2017,Stomach,1
2017,Prostate,1
2017,Breast,2
2021,Rectum,2
2021,Stomach,1
2018,Breast,4
2020,Colon,1
2020,Pancreas,1
2019,Colon,3
2019,Rectum,1
2016,Colon,2
2016,Breast,2
2017,Colon,5
2017,Bladder,1
2019,Liver,1
2017,Rectum,1
2021,Colon,1
2019,Breast,3
2018,Colon,1
2018,Rectum,1
2018,Stomach,1
2014,Stomach,1
2014,Colon,3
2014,Breast,1
2013,Lung,1
2013,Breast,3
2013,Colon,5
2017,Prostate,1
2020,Breast,1
2015,Breast,2
2015,Lung,1
2015,Rectum,1
2019,Colon,1
2018,Colon,1
2021,Colon,36
2021,Lung,5
2021,Stomach,3
2021,Pancreas,2
2016,Colon,42
2016,Liver,3
2020,Rectum,19
2020,Pancreas,2
2020,Lung,7
2020,Breast,145
2020,Colon,35
2016,Rectum,16
2016,Lung,6
2016,Pancreas,2
2016,Prostate,14
2017,Brain,11
2020,Liver,2
2020,Stomach,7
2020,Prostate,14
2020,Bladder,1
2020,Brain,14
2018,Breast,158
2018,Brain,26
2018,Prostate,16
2020,Esophagus,1
2016,Stomach,6
2019,Colon,30
2019,Prostate,11
2019,Rectum,17
2019,Stomach,3
2017,Liver,2
2019,Brain,9
2021,Liver,1
2021,Breast,157
2018,Colon,41
2018,Esophagus,1
2018,Lung,5
2018,Stomach,4
2018,Rectum,9
2014,Lung,9
2014,Bladder,1
2014,Colon,52
2014,Breast,157
2014,Brain,14
2014,Pancreas,4
2014,Prostate,18
2014,Rectum,13
2014,Stomach,7
2013,Colon,34
2013,Stomach,7
2013,Breast,171
2013,Brain,12
2013,Lung,11
2013,Rectum,6
2013,Prostate,19
2017,Pancreas,4
2016,Breast,179
2017,Breast,162
2019,Breast,100
2021,Rectum,25
2017,Prostate,12
2019,Lung,10
2015,Rectum,2
2015,Brain,12
2015,Breast,104
2015,Lung,4
2015,Prostate,12
2015,Stomach,4
2015,Colon,50
2017,Lung,3
2021,Prostate,15
2016,Brain,7
2017,Stomach,4
2017,Rectum,10
2017,Colon,37
2021,Brain,15
2021,Colon,59
2021,Stomach,8
2021,Esophagus,2
2021,Pancreas,1
2017,Bladder,5
2017,Brain,8
2017,Colon,46
2017,Liver,4
2017,Esophagus,1
2020,Stomach,5
2020,Prostate,6
2021,Bladder,3
2016,Colon,48
2016,Breast,175
2016,Brain,7
2016,Bladder,1
2020,Brain,13
2020,Rectum,20
2020,Colon,36
2020,Lung,26
2016,Prostate,13
2016,Pancreas,2
2016,Liver,1
2016,Lung,23
2016,Esophagus,1
2016,Rectum,16
2016,Stomach,4
2018,Breast,161
2018,Prostate,15
2018,Esophagus,2
2021,Lung,20
2018,Bladder,4
2017,Lung,27
2017,Stomach,8
2017,Rectum,21
2019,Pancreas,4
2017,Pancreas,1
2018,Brain,14
2018,Colon,39
2018,Lung,27
2018,Rectum,26
2018,Stomach,6
2014,Bladder,6
2014,Brain,8
2014,Breast,157
2014,Colon,46
2014,Liver,4
2014,Lung,21
2014,Pancreas,1
2014,Prostate,22
2014,Rectum,16
2014,Stomach,8
2019,Brain,4
2019,Bladder,4
2019,Colon,47
2019,Breast,190
2019,Liver,1
2019,Lung,19
2013,Brain,10
2013,Colon,47
2013,Breast,170
2013,Bladder,5
2013,Esophagus,2
2013,Liver,3
2013,Lung,18
2013,Pancreas,2
2013,Prostate,25
2019,Prostate,13
2013,Rectum,13
2013,Stomach,8
2019,Rectum,21
2017,Breast,155
2021,Liver,7
2021,Brain,16
2021,Rectum,16
2021,Breast,182
2021,Prostate,6
2019,Stomach,6
2015,Stomach,3
2015,Brain,3
2015,Liver,2
2015,Colon,33
2015,Esophagus,2
2015,Rectum,8
2015,Lung,25
2015,Prostate,13
2015,Breast,120
2015,Pancreas,2
2017,Prostate,11
2020,Bladder,2
2020,Breast,137
2017,Liver,1
2021,Liver,2
2021,Colon,14
2021,Brain,12
2021,Bladder,1
2021,Prostate,54
2017,Rectum,4
2017,Pancreas,2
2017,Prostate,96
2020,Colon,10
2020,Bladder,2
2020,Brain,17
2020,Stomach,1
2020,Liver,1
2020,Breast,21
2020,Prostate,52
2020,Rectum,6
2019,Brain,7
2019,Breast,26
2017,Colon,26
2017,Brain,8
2017,Lung,4
2018,Bladder,4
2018,Stomach,5
2019,Liver,1
2019,Stomach,4
2016,Stomach,3
2016,Rectum,12
2016,Prostate,71
2016,Colon,23
2016,Breast,29
2016,Brain,8
2016,Bladder,5
2019,Prostate,64
2018,Prostate,71
2021,Stomach,5
2019,Lung,1
2017,Bladder,5
2018,Pancreas,1
2018,Brain,6
2018,Liver,2
2018,Lung,4
2018,Rectum,4
2018,Breast,30
2018,Colon,23
2014,Rectum,4
2014,Breast,34
2014,Stomach,2
2014,Prostate,93
2014,Brain,10
2014,Lung,4
2014,Colon,18
2019,Rectum,5
2013,Brain,8
2013,Lung,1
2013,Colon,16
2013,Breast,45
2013,Bladder,3
2013,Prostate,67
2013,Stomach,2
2013,Rectum,4
2017,Stomach,1
2017,Breast,37
2021,Rectum,14
2021,Breast,18
2019,Colon,19
2019,Bladder,2
2015,Stomach,7
2015,Bladder,2
2015,Breast,41
2015,Liver,1
2015,Prostate,57
2015,Lung,1
2015,Brain,9
2015,Colon,18
2015,Rectum,3
2021,Stomach,1
2021,Rectum,3
2019,Rectum,1
2020,Prostate,2
2020,Rectum,1
2020,Breast,3
2016,Breast,2
2019,Colon,1
2017,Prostate,1
2016,Rectum,1
2016,Pancreas,1
2021,Breast,3
2018,Breast,1
2014,Breast,1
2014,Colon,3
2013,Colon,3
2019,Breast,3
2019,Liver,1
2015,Breast,1
2015,Rectum,1
2017,Breast,2
2021,Colon,1
2017,Colon,1
2020,Colon,1
2016,Colon,1
2021,Colon,3
2017,Breast,30
2017,Prostate,1
2017,Rectum,2
2020,Breast,26
2020,Stomach,1
2020,Rectum,3
2019,Lung,1
2017,Stomach,1
2020,Colon,5
2019,Colon,7
2016,Breast,16
2016,Rectum,4
2016,Colon,12
2018,Colon,11
2014,Lung,1
2018,Rectum,2
2014,Rectum,2
2018,Breast,20
2014,Colon,8
2013,Breast,3
2013,Colon,11
2013,Rectum,1
2015,Breast,3
2015,Colon,10
2021,Stomach,1
2021,Rectum,1
2021,Breast,11
2017,Colon,10
2019,Liver,1
2019,Breast,18
2019,Rectum,1
2021,Colon,3
2021,Rectum,2
2021,Prostate,3
2017,Liver,2
2017,Prostate,1
2017,Rectum,2
2017,Breast,26
2017,Colon,11
2014,Bladder,1
2019,Breast,17
2018,Breast,14
2016,Prostate,2
2015,Breast,16
2014,Prostate,1
2014,Lung,4
2020,Colon,6
2019,Colon,7
2016,Brain,2
2019,Prostate,1
2019,Rectum,1
2014,Brain,2
2014,Rectum,2
2018,Colon,6
2018,Lung,1
2018,Rectum,3
2016,Colon,7
2013,Brain,1
2013,Breast,23
2013,Colon,4
2013,Prostate,2
2020,Breast,4
2013,Rectum,1
2013,Stomach,1
2014,Stomach,1
2016,Rectum,3
2020,Prostate,1
2015,Brain,3
2015,Colon,3
2015,Liver,1
2015,Lung,2
2015,Prostate,2
2015,Rectum,2
2014,Breast,15
2014,Colon,7
2016,Pancreas,1
2021,Breast,4
2020,Liver,2
2016,Liver,2
2016,Breast,40
2021,Brain,1
2021,Rectum,8
2021,Bladder,23
2021,Prostate,7
2017,Stomach,4
2016,Breast,248
2021,Lung,10
2016,Rectum,9
2016,Prostate,34
2021,Esophagus,1
2019,Esophagus,1
2016,Brain,8
2013,Bladder,8
2017,Lung,7
2021,Stomach,1
2021,Colon,16
2016,Stomach,4
2020,Bladder,25
2020,Rectum,6
2020,Breast,278
2019,Rectum,4
2019,Liver,4
2013,Prostate,54
2017,Colon,22
2014,Prostate,66
2013,Pancreas,1
2014,Liver,1
2013,Stomach,8
2017,Prostate,52
2021,Liver,1
2016,Lung,11
2014,Breast,146
2014,Brain,5
2017,Breast,338
2021,Breast,351
2014,Bladder,5
2019,Colon,12
2019,Pancreas,1
2019,Prostate,12
2019,Stomach,6
2017,Brain,11
2017,Rectum,13
2020,Colon,18
2020,Prostate,9
2014,Colon,31
2020,Lung,11
2013,Colon,20
2013,Brain,1
2014,Stomach,12
2014,Rectum,4
2018,Bladder,17
2018,Brain,2
2018,Breast,316
2018,Lung,8
2018,Rectum,5
2018,Stomach,5
2013,Lung,1
2018,Colon,22
2018,Prostate,15
2016,Pancreas,1
2013,Breast,119
2013,Rectum,7
2019,Lung,14
2015,Prostate,38
2015,Bladder,5
2015,Breast,110
2015,Colon,19
2015,Pancreas,1
2015,Rectum,2
2015,Stomach,5
2016,Bladder,11
2016,Esophagus,2
2019,Breast,353
2017,Bladder,19
2019,Bladder,23
2020,Pancreas,1
2020,Stomach,8
2016,Colon,25
2021,Colon,1
2020,Stomach,1
2019,Breast,2
2016,Breast,7
2018,Breast,4
2016,Rectum,1
2019,Stomach,1
2017,Breast,6
2014,Breast,1
2014,Stomach,2
2014,Colon,3
2018,Colon,4
2013,Colon,3
2015,Breast,5
2019,Colon,1
2017,Colon,1
2013,Breast,3
2021,Breast,2
2021,Rectum,1
2013,Colon,1
2020,Breast,5
2019,Rectum,4
2016,Colon,4
2021,Colon,2
2019,Breast,3
2016,Rectum,1
2016,Liver,1
2020,Colon,2
2013,Stomach,1
2019,Esophagus,1
2019,Stomach,1
2017,Rectum,1
2017,Colon,6
2020,Rectum,2
2018,Breast,3
2018,Colon,3
2018,Stomach,2
2014,Colon,2
2014,Breast,2
2014,Rectum,1
2015,Colon,2
2019,Liver,2
2021,Prostate,2
2021,Bladder,1
2021,Breast,37
2021,Lung,4
2021,Colon,10
2016,Colon,11
2016,Breast,33
2016,Brain,6
2021,Liver,1
2021,Esophagus,1
2016,Lung,4
2016,Liver,1
2016,Bladder,3
2016,Rectum,2
2016,Stomach,5
2020,Breast,31
2020,Lung,3
2020,Rectum,4
2021,Rectum,4
2013,Rectum,2
2016,Prostate,13
2019,Bladder,1
2019,Colon,18
2019,Rectum,7
2019,Breast,24
2013,Breast,35
2020,Bladder,1
2013,Liver,1
2020,Pancreas,2
2020,Brain,3
2019,Brain,1
2019,Lung,2
2019,Pancreas,1
2019,Stomach,1
2019,Prostate,11
2017,Rectum,4
2017,Breast,47
2017,Bladder,2
2017,Brain,4
2020,Colon,2
2020,Prostate,2
2017,Lung,3
2017,Colon,21
2013,Brain,6
2020,Esophagus,3
2013,Lung,5
2014,Bladder,1
2018,Liver,1
2018,Colon,16
2018,Esophagus,1
2018,Lung,4
2018,Rectum,6
2018,Brain,4
2017,Pancreas,1
2013,Colon,17
2014,Pancreas,1
2014,Rectum,2
2014,Lung,1
2014,Colon,7
2015,Brain,2
2015,Colon,14
2015,Lung,3
2015,Rectum,1
2015,Breast,35
2018,Breast,44
2018,Stomach,3
2014,Breast,44
2018,Prostate,8
2021,Brain,1
2014,Brain,6
2017,Prostate,5
2021,Lung,72
2021,Brain,56
2021,Pancreas,7
2021,Rectum,21
2021,Stomach,5
2014,Stomach,10
2021,Breast,304
2018,Bladder,8
2016,Esophagus,4
2016,Brain,50
2016,Colon,64
2016,Breast,225
2016,Bladder,8
2020,Brain,46
2020,Liver,13
2020,Lung,81
2020,Prostate,98
2021,Bladder,6
2017,Bladder,3
2014,Pancreas,9
2014,Rectum,9
2016,Prostate,106
2016,Stomach,4
2016,Rectum,16
2013,Liver,18
2016,Lung,117
2016,Liver,18
2016,Pancreas,10
2021,Colon,36
2013,Colon,54
2019,Colon,57
2019,Rectum,22
2019,Lung,87
2013,Stomach,12
2020,Breast,246
2021,Liver,22
2013,Pancreas,9
2014,Esophagus,2
2019,Bladder,8
2019,Breast,283
2019,Liver,13
2019,Pancreas,10
2019,Stomach,4
2019,Prostate,100
2019,Esophagus,4
2017,Stomach,8
2017,Colon,34
2017,Breast,162
2017,Brain,79
2021,Prostate,87
2017,Lung,122
2021,Esophagus,2
2017,Rectum,21
2014,Breast,160
2013,Brain,51
2013,Lung,24
2014,Brain,63
2014,Colon,54
2014,Liver,18
2014,Prostate,16
2018,Brain,75
2018,Breast,196
2018,Colon,52
2018,Lung,112
2018,Pancreas,6
2018,Rectum,18
2018,Stomach,2
2018,Prostate,98
2013,Bladder,1
2013,Rectum,11
2014,Bladder,3
2020,Bladder,5
2020,Rectum,13
2020,Esophagus,5
2020,Colon,45
2020,Pancreas,12
2015,Bladder,1
2015,Brain,25
2015,Breast,155
2015,Colon,39
2015,Esophagus,3
2015,Lung,10
2015,Pancreas,7
2015,Prostate,61
2015,Stomach,3
2015,Rectum,10
2015,Liver,9
2017,Pancreas,7
2017,Liver,11
2020,Stomach,3
2017,Prostate,113
2017,Esophagus,4
2019,Brain,57
2013,Prostate,8
2013,Breast,211
2014,Lung,24
2018,Liver,19
2021,Brain,17
2021,Colon,49
2021,Pancreas,3
2021,Prostate,27
2021,Rectum,15
2021,Stomach,5
2017,Pancreas,4
2016,Pancreas,3
2020,Colon,42
2020,Brain,10
2020,Stomach,6
2020,Prostate,15
2014,Lung,25
2018,Prostate,38
2018,Brain,9
2014,Breast,164
2014,Colon,38
2021,Lung,12
2016,Bladder,4
2016,Colon,48
2016,Brain,15
2016,Breast,185
2014,Brain,21
2016,Stomach,4
2014,Stomach,5
2016,Liver,3
2013,Rectum,10
2019,Brain,13
2019,Breast,158
2019,Colon,41
2019,Liver,1
2019,Pancreas,2
2019,Prostate,32
2019,Stomach,8
2019,Lung,10
2019,Rectum,16
2016,Lung,28
2016,Prostate,68
2019,Esophagus,2
2016,Rectum,23
2013,Prostate,22
2013,Bladder,3
2013,Brain,12
2013,Breast,165
2013,Pancreas,2
2013,Colon,42
2013,Liver,1
2021,Breast,201
2014,Bladder,5
2014,Esophagus,3
2014,Prostate,37
2014,Rectum,19
2018,Bladder,1
2018,Breast,184
2018,Colon,42
2018,Lung,15
2018,Rectum,18
2018,Stomach,1
2018,Pancreas,2
2013,Lung,20
2017,Brain,10
2017,Bladder,5
2013,Stomach,1
2017,Prostate,53
2020,Liver,1
2015,Brain,11
2015,Breast,137
2015,Bladder,2
2015,Colon,45
2015,Lung,18
2015,Pancreas,1
2015,Prostate,23
2015,Rectum,8
2015,Stomach,7
2015,Liver,1
2014,Pancreas,2
2017,Esophagus,1
2017,Breast,180
2017,Colon,50
2021,Liver,1
2020,Lung,17
2020,Pancreas,5
2014,Liver,3
2020,Breast,158
2020,Rectum,13
2017,Stomach,8
2017,Rectum,17
2017,Lung,29
2017,Liver,2
2016,Esophagus,1
2017,Brain,7
2017,Colon,25
2017,Prostate,12
2017,Stomach,8
2017,Rectum,10
2020,Breast,2
2017,Lung,10
2017,Pancreas,3
2016,Colon,18
2016,Brain,5
2016,Breast,69
2018,Brain,7
2018,Colon,30
2014,Brain,12
2019,Breast,77
2019,Colon,20
2019,Liver,9
2019,Prostate,4
2019,Rectum,14
2019,Stomach,9
2019,Pancreas,6
2014,Breast,17
2016,Prostate,5
2013,Lung,12
2016,Pancreas,5
2016,Stomach,7
2016,Rectum,17
2016,Lung,11
2013,Pancreas,7
2013,Bladder,1
2019,Lung,14
2013,Brain,7
2013,Prostate,4
2013,Breast,33
2013,Liver,10
2013,Rectum,12
2013,Stomach,18
2013,Colon,25
2019,Bladder,1
2019,Brain,12
2014,Pancreas,8
2014,Colon,39
2014,Liver,2
2017,Breast,98
2018,Bladder,2
2018,Breast,74
2018,Liver,9
2018,Lung,19
2018,Prostate,10
2018,Rectum,19
2018,Stomach,15
2018,Pancreas,9
2014,Prostate,2
2014,Rectum,11
2016,Liver,4
2014,Lung,8
2015,Rectum,4
2015,Brain,1
2015,Breast,19
2015,Colon,23
2015,Lung,6
2015,Pancreas,3
2015,Prostate,6
2015,Stomach,8
2015,Liver,6
2017,Liver,10
2017,Esophagus,2
2017,Bladder,3
2014,Stomach,26
2021,Rectum,1
2021,Colon,1
2021,Stomach,1
2020,Breast,3
2020,Rectum,2
2014,Rectum,1
2020,Stomach,1
2017,Breast,4
2014,Colon,2
2018,Breast,3
2019,Colon,1
2019,Rectum,3
2016,Stomach,1
2016,Rectum,3
2016,Colon,3
2016,Breast,2
2014,Stomach,1
2013,Colon,2
2013,Rectum,1
2017,Colon,5
2018,Colon,3
2018,Rectum,2
2013,Stomach,1
2015,Colon,1
2015,Breast,3
2017,Rectum,2
2014,Colon,2
2014,Breast,2
2013,Breast,1
2013,Colon,2
2013,Rectum,1
2013,Stomach,1
2021,Bladder,20
2021,Esophagus,17
2021,Brain,146
2021,Prostate,20
2017,Breast,332
2020,Colon,84
2020,Prostate,21
2017,Brain,121
2020,Stomach,20
2020,Esophagus,24
2020,Bladder,25
2020,Pancreas,60
2020,Breast,381
2020,Liver,40
2013,Pancreas,42
2020,Lung,94
2020,Rectum,50
2017,Liver,39
2016,Stomach,10
2016,Breast,311
2016,Colon,66
2014,Rectum,33
2019,Brain,143
2019,Colon,73
2019,Liver,51
2019,Pancreas,64
2019,Prostate,88
2019,Rectum,50
2019,Stomach,19
2021,Breast,373
2017,Stomach,18
2018,Brain,156
2013,Prostate,120
2017,Bladder,28
2013,Lung,79
2013,Liver,37
2013,Breast,180
2021,Liver,38
2013,Colon,34
2013,Bladder,40
2013,Esophagus,12
2013,Rectum,24
2017,Rectum,43
2013,Brain,142
2018,Liver,64
2019,Lung,92
2014,Brain,132
2014,Breast,174
2014,Liver,47
2014,Pancreas,58
2014,Stomach,22
2021,Lung,118
2018,Bladder,28
2018,Breast,366
2018,Colon,65
2018,Esophagus,9
2018,Lung,74
2018,Prostate,46
2018,Rectum,54
2018,Stomach,18
2018,Pancreas,58
2016,Bladder,35
2016,Brain,131
2019,Bladder,21
2019,Breast,403
2013,Stomach,22
2014,Esophagus,12
2019,Esophagus,14
2014,Colon,56
2014,Lung,73
2016,Liver,69
2016,Lung,72
2016,Pancreas,62
2016,Esophagus,14
2015,Breast,188
2015,Brain,110
2015,Pancreas,46
2015,Lung,70
2015,Bladder,23
2015,Colon,37
2015,Esophagus,6
2015,Liver,37
2015,Prostate,106
2015,Rectum,22
2015,Stomach,17
2014,Bladder,32
2017,Prostate,125
2017,Colon,71
2020,Brain,116
2017,Pancreas,62
2017,Lung,86
2017,Esophagus,20
2016,Prostate,109
2016,Rectum,50
2014,Prostate,93
2021,Rectum,45
2021,Pancreas,75
2021,Stomach,18
2021,Colon,89
2017,Bladder,2
2017,Stomach,7
2016,Stomach,8
2021,Bladder,1
2014,Colon,16
2014,Lung,1
2020,Breast,101
2020,Rectum,5
2020,Stomach,3
2020,Lung,1
2014,Brain,1
2014,Breast,86
2019,Breast,136
2013,Breast,53
2017,Breast,154
2014,Bladder,2
2020,Prostate,4
2020,Pancreas,1
2019,Lung,1
2019,Rectum,10
2019,Stomach,4
2019,Brain,4
2017,Colon,21
2017,Liver,6
2016,Breast,134
2013,Rectum,8
2016,Colon,20
2013,Bladder,3
2013,Brain,3
2013,Colon,18
2016,Liver,10
2013,Liver,4
2016,Pancreas,8
2013,Lung,6
2013,Prostate,1
2013,Stomach,6
2013,Pancreas,2
2016,Lung,3
2021,Lung,1
2021,Brain,7
2021,Pancreas,2
2020,Brain,3
2016,Rectum,14
2016,Prostate,1
2018,Liver,5
2014,Liver,6
2019,Colon,14
2018,Breast,115
2018,Lung,1
2018,Pancreas,2
2018,Rectum,11
2018,Colon,28
2018,Stomach,8
2018,Prostate,2
2019,Pancreas,1
2016,Brain,3
2021,Colon,18
2017,Prostate,2
2017,Pancreas,3
2015,Breast,106
2015,Bladder,1
2015,Colon,9
2015,Liver,2
2015,Lung,2
2015,Rectum,3
2015,Pancreas,4
2015,Stomach,5
2014,Stomach,2
2014,Rectum,10
2017,Rectum,11
2017,Lung,2
2017,Brain,2
2020,Colon,16
2014,Pancreas,5
2018,Brain,2
2021,Rectum,2
2021,Stomach,2
2021,Prostate,2
2021,Breast,147
2017,Breast,52
2017,Colon,7
2017,Bladder,3
2021,Bladder,8
2017,Prostate,117
2020,Liver,2
2020,Rectum,4
2016,Bladder,2
2016,Breast,42
2016,Brain,1
2019,Colon,9
2019,Lung,2
2016,Rectum,4
2016,Prostate,39
2016,Pancreas,2
2016,Colon,10
2019,Liver,1
2019,Bladder,8
2014,Rectum,4
2019,Brain,1
2019,Stomach,1
2013,Prostate,14
2013,Bladder,1
2013,Colon,7
2013,Lung,3
2013,Stomach,1
2021,Colon,11
2021,Breast,79
2020,Prostate,82
2014,Lung,1
2014,Colon,8
2020,Colon,15
2020,Bladder,6
2018,Rectum,2
2018,Brain,1
2018,Colon,11
2018,Lung,1
2018,Pancreas,1
2018,Prostate,93
2018,Stomach,3
2016,Stomach,1
2014,Breast,27
2014,Brain,1
2018,Breast,35
2018,Bladder,5
2020,Breast,74
2020,Stomach,1
2019,Breast,69
2019,Prostate,102
2019,Rectum,5
2015,Brain,1
2015,Breast,19
2015,Colon,6
2015,Stomach,1
2017,Rectum,4
2017,Pancreas,1
2013,Breast,29
2014,Prostate,4
2021,Rectum,4
2021,Liver,1
2021,Prostate,94
2021,Stomach,1
2017,Breast,47
2017,Lung,6
2017,Rectum,4
2017,Prostate,2
2020,Bladder,1
2020,Stomach,2
2020,Colon,21
2021,Lung,1
2016,Prostate,1
2019,Pancreas,2
2013,Bladder,1
2013,Brain,8
2013,Breast,46
2013,Colon,14
2013,Rectum,8
2013,Stomach,4
2013,Lung,3
2020,Brain,14
2017,Brain,14
2017,Colon,19
2016,Brain,7
2016,Breast,50
2016,Stomach,1
2014,Breast,50
2014,Lung,7
2019,Colon,21
2019,Lung,4
2021,Brain,11
2018,Brain,10
2018,Colon,18
2018,Lung,3
2018,Pancreas,1
2018,Rectum,3
2016,Lung,2
2016,Rectum,7
2016,Liver,1
2016,Colon,22
2018,Breast,53
2014,Rectum,7
2018,Prostate,1
2021,Prostate,2
2020,Lung,5
2020,Prostate,2
2020,Rectum,3
2019,Prostate,1
2015,Stomach,1
2015,Rectum,2
2015,Brain,3
2015,Colon,12
2015,Lung,1
2015,Breast,48
2014,Colon,24
2019,Breast,54
2020,Breast,40
2019,Brain,17
2019,Rectum,4
2014,Brain,6
2021,Bladder,1
2021,Breast,47
2021,Colon,18
2021,Rectum,5
2021,Stomach,3
2017,Bladder,1
2017,Breast,96
2017,Colon,22
2019,Colon,24
2019,Breast,53
2020,Prostate,12
2020,Liver,3
2020,Lung,2
2014,Prostate,1
2020,Brain,11
2020,Colon,49
2020,Stomach,7
2020,Breast,57
2020,Pancreas,1
2020,Rectum,12
2019,Brain,13
2019,Lung,8
2014,Colon,24
2014,Esophagus,1
2014,Lung,2
2017,Pancreas,1
2017,Prostate,4
2017,Rectum,23
2014,Breast,79
2019,Pancreas,1
2014,Brain,11
2016,Brain,10
2013,Brain,9
2013,Breast,77
2013,Colon,16
2013,Esophagus,2
2013,Lung,8
2013,Rectum,4
2013,Stomach,1
2021,Bladder,2
2021,Breast,73
2014,Stomach,8
2018,Breast,103
2018,Lung,2
2018,Pancreas,1
2018,Prostate,7
2018,Rectum,12
2018,Stomach,5
2021,Esophagus,2
2021,Lung,6
2021,Colon,21
2017,Lung,1
2021,Brain,12
2016,Colon,17
2016,Breast,88
2016,Bladder,1
2015,Stomach,5
2015,Bladder,1
2015,Brain,6
2015,Breast,74
2015,Colon,16
2015,Esophagus,1
2015,Lung,2
2015,Rectum,2
2016,Lung,5
2017,Stomach,6
2017,Liver,2
2017,Brain,12
2016,Pancreas,2
2016,Stomach,5
2016,Liver,1
2016,Rectum,16
2019,Prostate,15
2020,Bladder,1
2019,Rectum,10
2019,Stomach,5
2014,Rectum,3
2018,Brain,18
2018,Colon,37
2021,Prostate,7
2021,Rectum,18
2021,Stomach,4
2016,Rectum,5
2016,Liver,1
2016,Lung,2
2019,Breast,17
2019,Prostate,2
2019,Colon,5
2019,Rectum,2
2020,Rectum,4
2016,Stomach,4
2016,Colon,14
2016,Breast,23
2020,Breast,27
2020,Colon,13
2020,Liver,1
2020,Prostate,1
2016,Prostate,2
2014,Stomach,3
2015,Colon,9
2014,Colon,7
2014,Rectum,5
2019,Liver,1
2019,Stomach,3
2013,Breast,12
2013,Colon,11
2013,Rectum,7
2017,Lung,3
2017,Colon,12
2017,Breast,18
2018,Colon,11
2018,Liver,1
2018,Lung,1
2018,Prostate,3
2018,Rectum,5
2018,Stomach,3
2020,Stomach,3
2021,Breast,34
2021,Stomach,6
2015,Breast,13
2015,Lung,3
2015,Rectum,5
2015,Stomach,1
2018,Breast,23
2018,Esophagus,1
2017,Stomach,4
2017,Rectum,6
2014,Breast,16
2021,Colon,21
2021,Liver,1
2021,Rectum,4
2017,Stomach,2
2017,Rectum,4
2017,Lung,8
2019,Stomach,1
2020,Brain,15
2019,Lung,13
2019,Brain,12
2020,Lung,7
2020,Rectum,2
2020,Stomach,1
2019,Prostate,26
2017,Brain,13
2019,Breast,22
2019,Colon,16
2019,Liver,1
2019,Pancreas,2
2019,Rectum,6
2016,Stomach,1
2016,Rectum,5
2016,Prostate,3
2016,Lung,4
2016,Liver,3
2016,Esophagus,1
2016,Colon,8
2016,Breast,9
2016,Brain,12
2016,Bladder,1
2013,Brain,1
2013,Breast,65
2013,Colon,19
2013,Lung,2
2013,Rectum,4
2013,Stomach,1
2020,Prostate,23
2017,Prostate,11
2017,Esophagus,1
2020,Breast,15
2014,Colon,12
2014,Lung,4
2014,Brain,4
2017,Bladder,1
2018,Bladder,2
2018,Breast,15
2018,Colon,9
